cl_id,successful,paid_amount,co_name,datecl,payment_method,mid,card_brand
1934,1,2941.64,Netherlands,2/15/2021,Bank transfers,267,Visa
6244,1,3536.88,Canada,1/20/2021,Bank transfers,181,JBC
1471,0,2043.32,Australia,2/28/2021,E-Wallet,44,Amex
2906,1,4679.92,Iran,1/13/2021,Mobile,31,Amex
7955,0,2844.36,Netherlands,1/18/2021,Prepaid cards,146,MasterCard
8783,1,4310.2,Spain,3/9/2021,E-Wallet,116,MasterCard
6234,0,1688.08,Denmark,1/4/2021,Credit cards,275,Amex
4634,0,4057.92,Brazil,2/8/2021,Credit cards,74,MasterCard
6698,0,3067.8,Brazil,3/30/2021,Credit cards,263,Amex
5913,0,1945.16,Norway,1/3/2021,Mobile,233,Amex
5341,1,2676.56,Brazil,1/5/2021,E-Wallet,98,JBC
3538,0,4387,Australia,1/12/2021,Bank transfers,173,Visa
6509,1,4524.44,Brazil,2/21/2021,Mobile,83,Amex
1228,1,3676.04,United Kingdom,1/11/2021,Credit cards,229,Visa
3804,1,4724.48,Turkey,2/14/2021,Mobile,259,Amex
8450,1,1865.6,Canada,1/18/2021,Prepaid cards,54,Amex
2187,0,1746.12,Germany,3/29/2021,Credit cards,1,Visa
7476,1,1148.16,Turkey,3/24/2021,Credit cards,114,Visa
304,1,2089.44,Denmark,3/28/2021,Bank transfers,7,MasterCard
9090,0,1786.08,United States,2/13/2021,Bank transfers,182,MasterCard
4184,1,3799.16,Netherlands,2/4/2021,Credit cards,45,Amex
3168,1,1641.6,Norway,2/4/2021,Mobile,157,JBC
9419,1,2799.24,Brazil,2/23/2021,Prepaid cards,90,MasterCard
65,0,3537.96,Spain,2/9/2021,Credit cards,188,MasterCard
7521,0,1193.2,Ireland,1/15/2021,E-Wallet,10,MasterCard
2934,0,3415.56,Finland,2/10/2021,Bank transfers,250,JBC
1378,0,1398.6,Norway,3/13/2021,Mobile,59,Amex
8511,1,2329.52,New Zealand,2/18/2021,E-Wallet,261,JBC
1360,0,3212.36,France,2/8/2021,Mobile,267,JBC
9604,0,2434,Netherlands,2/28/2021,Credit cards,199,Amex
3481,0,3028.16,Germany,2/14/2021,Bank transfers,32,Visa
1324,0,1924.96,Denmark,2/28/2021,E-Wallet,218,Visa
2940,1,1100.8,Finland,1/4/2021,E-Wallet,110,MasterCard
2446,1,1620.96,Netherlands,3/19/2021,E-Wallet,81,Visa
8988,1,4196.48,France,2/14/2021,Bank transfers,140,Visa
5159,0,4290.84,Switzerland,3/6/2021,Bank transfers,266,MasterCard
5179,0,1116.52,Spain,3/11/2021,E-Wallet,257,JBC
334,1,4747.12,New Zealand,2/21/2021,Mobile,73,JBC
1803,1,2943.4,Spain,3/30/2021,Mobile,267,MasterCard
739,1,2847.92,Netherlands,2/13/2021,Credit cards,267,MasterCard
6124,1,2387.24,Norway,3/22/2021,Prepaid cards,229,Visa
7265,1,2594.24,Ireland,2/2/2021,Mobile,25,MasterCard
1218,0,1190.24,New Zealand,2/18/2021,E-Wallet,57,MasterCard
1276,0,1055.4,Denmark,1/23/2021,E-Wallet,161,JBC
3566,0,3863.12,Turkey,2/11/2021,E-Wallet,62,Visa
2281,0,2715.32,Spain,3/11/2021,Prepaid cards,164,MasterCard
6415,1,2307.64,Ireland,2/12/2021,E-Wallet,253,JBC
6248,0,4234.84,Norway,3/7/2021,Credit cards,202,Amex
2518,1,4632.68,Australia,1/10/2021,Credit cards,40,JBC
1252,0,2906.88,Iran,2/27/2021,Credit cards,10,MasterCard
9724,1,1789.24,Brazil,2/15/2021,Prepaid cards,95,JBC
8788,0,2060.44,Canada,2/23/2021,E-Wallet,54,Amex
8423,0,3207.76,Finland,2/4/2021,E-Wallet,270,JBC
9960,0,4491.96,Finland,2/28/2021,Credit cards,206,Visa
7284,1,2430.64,Australia,1/18/2021,Mobile,223,JBC
31,1,3999.36,Norway,2/13/2021,Bank transfers,47,MasterCard
6260,1,1949.72,Finland,1/22/2021,E-Wallet,88,MasterCard
6193,1,1400.84,Brazil,2/11/2021,Credit cards,117,Visa
6566,1,4569.32,Canada,1/4/2021,E-Wallet,21,Amex
8365,1,4716.36,United States,1/28/2021,Bank transfers,179,Amex
4560,0,4255.72,New Zealand,1/10/2021,E-Wallet,191,Amex
7727,1,1302.24,Brazil,2/3/2021,Mobile,186,Amex
133,1,3636.24,Finland,1/27/2021,Credit cards,239,JBC
1043,0,2866.04,United Kingdom,3/9/2021,Bank transfers,234,MasterCard
7985,1,1039.24,Finland,1/3/2021,Prepaid cards,44,Visa
8938,1,2168.44,United Kingdom,3/27/2021,Mobile,164,Amex
429,0,4431.4,Turkey,3/28/2021,Prepaid cards,259,Amex
1565,0,2252.12,Turkey,1/10/2021,Bank transfers,225,Amex
5783,1,1337.96,Spain,1/31/2021,Mobile,80,Amex
37,1,4520.84,Finland,3/18/2021,E-Wallet,238,Amex
3457,0,3854.88,Netherlands,3/13/2021,Bank transfers,111,Visa
6163,0,1304.96,United Kingdom,1/14/2021,Bank transfers,230,MasterCard
4191,1,4250,Ireland,2/11/2021,Bank transfers,89,MasterCard
9190,1,4480.32,Denmark,2/16/2021,Bank transfers,290,Visa
6085,1,2441.84,Australia,2/21/2021,Bank transfers,169,Visa
7390,0,2199.68,Spain,1/16/2021,Bank transfers,55,JBC
7647,1,3978.64,Spain,1/22/2021,Credit cards,187,JBC
1625,1,1531.64,France,3/15/2021,Credit cards,264,JBC
535,0,4750.72,Finland,3/16/2021,E-Wallet,97,Visa
9350,1,1573.44,Denmark,1/16/2021,Prepaid cards,290,JBC
5334,0,3674.32,Switzerland,3/3/2021,Prepaid cards,11,JBC
3777,1,3127.8,Turkey,3/12/2021,Credit cards,120,JBC
5570,1,3542.72,Denmark,3/25/2021,Bank transfers,271,Visa
9883,0,3894.24,Brazil,2/28/2021,Prepaid cards,33,Amex
3817,1,2297.28,Iran,2/3/2021,Bank transfers,49,Visa
469,0,4968.64,Turkey,1/4/2021,Bank transfers,193,MasterCard
2640,0,4009.04,Netherlands,1/24/2021,E-Wallet,150,Amex
2824,0,3806.4,United States,1/21/2021,Prepaid cards,253,MasterCard
6266,1,3522.36,Iran,3/13/2021,Prepaid cards,180,JBC
3869,0,4596.68,Iran,3/26/2021,Mobile,294,Visa
375,1,2377.36,Finland,2/3/2021,Mobile,241,MasterCard
2440,1,1239.92,New Zealand,2/26/2021,Bank transfers,108,MasterCard
9524,0,2899.8,Netherlands,1/20/2021,E-Wallet,64,MasterCard
8787,1,4497.4,France,3/9/2021,E-Wallet,295,JBC
6844,0,2492.04,Norway,1/3/2021,Mobile,100,JBC
8306,0,4893.16,Turkey,1/1/2021,Credit cards,114,Visa
3940,1,1287.28,Brazil,1/1/2021,Prepaid cards,112,Visa
9823,0,2756.64,Canada,1/25/2021,Prepaid cards,291,MasterCard
3124,0,1398.04,Canada,2/8/2021,E-Wallet,244,MasterCard
573,1,3869.04,Canada,3/15/2021,Bank transfers,10,JBC
9975,0,3039.32,Germany,2/6/2021,Mobile,148,JBC
8461,0,4598.96,Spain,2/26/2021,Mobile,5,Amex
6710,0,4274.48,France,2/27/2021,Prepaid cards,125,JBC
103,0,2359.04,New Zealand,2/27/2021,Mobile,174,JBC
3194,1,1816.88,Spain,2/21/2021,Prepaid cards,28,MasterCard
5136,0,2912.2,United States,3/29/2021,E-Wallet,184,JBC
5901,1,1476.04,Iran,3/20/2021,Prepaid cards,244,Visa
4809,1,2359.92,Switzerland,3/12/2021,Bank transfers,170,Visa
6811,1,1709.6,France,2/11/2021,Credit cards,173,MasterCard
3812,1,4065.6,Turkey,2/28/2021,Credit cards,6,Amex
5733,0,3827.48,Norway,1/31/2021,Mobile,268,Amex
4288,1,3570.88,United States,1/30/2021,Bank transfers,214,JBC
1166,0,2076.76,Netherlands,4/1/2021,Mobile,15,Amex
1856,0,2574.32,United States,3/12/2021,E-Wallet,289,Visa
9449,1,4062,Norway,1/27/2021,E-Wallet,113,JBC
5712,1,3196.24,New Zealand,2/9/2021,Mobile,263,MasterCard
9888,1,4870.68,Spain,2/4/2021,E-Wallet,92,JBC
1706,0,1443.48,Iran,1/6/2021,Credit cards,242,JBC
7732,1,1447.12,Netherlands,1/1/2021,Bank transfers,149,JBC
8275,0,4889,New Zealand,3/1/2021,Prepaid cards,33,Amex
3091,1,2525.88,Finland,2/2/2021,Prepaid cards,238,Visa
6897,0,4071.16,Denmark,3/24/2021,Bank transfers,101,JBC
6484,0,2106.08,New Zealand,3/27/2021,Mobile,219,Amex
9044,1,1642.28,Brazil,1/23/2021,Mobile,246,JBC
2125,1,3988.96,Spain,2/5/2021,E-Wallet,262,MasterCard
6444,1,3335.6,Brazil,2/11/2021,Prepaid cards,24,Visa
5700,1,2306.2,Netherlands,2/9/2021,E-Wallet,159,JBC
6672,1,3980.48,Australia,1/31/2021,E-Wallet,177,Visa
7120,0,1484.88,Germany,2/1/2021,E-Wallet,152,Visa
3120,1,3674.4,Turkey,2/18/2021,Bank transfers,260,Visa
4167,1,3882.4,Denmark,2/5/2021,E-Wallet,151,Amex
1473,0,2597.52,United Kingdom,2/3/2021,E-Wallet,208,Amex
7185,0,1032.8,United States,3/9/2021,Bank transfers,26,MasterCard
1447,1,2453.92,United Kingdom,3/2/2021,Mobile,68,MasterCard
7380,1,3283.2,Netherlands,3/3/2021,Prepaid cards,252,Visa
9797,0,1968.16,Iran,2/18/2021,Mobile,242,MasterCard
4978,1,3418.12,Brazil,3/8/2021,E-Wallet,146,Visa
3976,0,4763.2,New Zealand,2/5/2021,Mobile,234,Amex
4049,1,3493.32,France,1/16/2021,Credit cards,281,JBC
3084,0,3262.16,Brazil,3/28/2021,Mobile,79,Visa
1654,0,4249.04,Netherlands,3/22/2021,Bank transfers,198,Visa
9166,1,1744.24,Brazil,2/18/2021,Mobile,181,MasterCard
2056,0,4252.92,Netherlands,2/18/2021,Credit cards,75,JBC
7400,1,2015.4,New Zealand,1/10/2021,Mobile,62,JBC
6468,0,2115.32,Turkey,1/19/2021,Prepaid cards,193,JBC
10000,1,2287.28,Canada,3/20/2021,Credit cards,212,Amex
2787,0,2721.44,Netherlands,2/21/2021,Bank transfers,86,Visa
4341,1,3927.24,Norway,1/13/2021,E-Wallet,45,JBC
5424,1,2169.48,Finland,3/7/2021,Credit cards,80,Amex
8527,1,2218.48,Switzerland,1/23/2021,E-Wallet,289,Visa
4342,1,4682.36,Australia,1/2/2021,Bank transfers,13,MasterCard
8695,1,2247.2,Netherlands,1/8/2021,Mobile,147,Visa
5060,0,3524.36,Switzerland,1/30/2021,Prepaid cards,6,Amex
5844,1,4727.52,Brazil,3/22/2021,Bank transfers,196,MasterCard
4953,1,4903.96,France,2/15/2021,Mobile,159,Amex
2333,0,1898.44,Brazil,1/5/2021,Prepaid cards,200,JBC
6106,0,4146.12,Spain,1/26/2021,Credit cards,220,JBC
2598,0,2914.4,Germany,2/8/2021,Prepaid cards,2,Amex
8214,1,1931.12,Brazil,2/1/2021,Mobile,233,Visa
4823,0,4482.6,Germany,1/24/2021,Mobile,258,Amex
1860,1,3551.56,Switzerland,2/8/2021,Prepaid cards,149,Visa
7531,1,1404.32,Norway,1/22/2021,Bank transfers,300,JBC
1828,1,2536.44,Spain,3/22/2021,Credit cards,22,JBC
2199,0,1766.64,Australia,3/30/2021,Credit cards,178,Visa
3117,0,3780.2,Germany,3/7/2021,Credit cards,137,Amex
470,0,3140.72,United States,3/12/2021,E-Wallet,286,Amex
5537,0,1985.68,United Kingdom,1/5/2021,Prepaid cards,127,MasterCard
8707,1,1559.32,Canada,3/4/2021,E-Wallet,56,JBC
1773,1,2094.96,Denmark,3/23/2021,Mobile,77,JBC
876,1,4101.76,Norway,2/11/2021,Credit cards,242,MasterCard
3659,0,4272.08,United Kingdom,3/27/2021,Mobile,152,MasterCard
5581,1,1325.8,Norway,2/12/2021,E-Wallet,264,Amex
1386,0,1237.48,United States,2/19/2021,E-Wallet,24,Visa
9867,0,4834.52,United Kingdom,2/28/2021,Bank transfers,66,MasterCard
9554,1,4886.28,United Kingdom,3/10/2021,Prepaid cards,160,Amex
8205,1,1631.48,Switzerland,2/9/2021,Prepaid cards,11,MasterCard
96,0,3528.44,Iran,2/17/2021,Credit cards,300,Visa
721,1,2052.8,United States,1/31/2021,Credit cards,111,Visa
5519,0,2781.64,Switzerland,1/18/2021,Mobile,6,MasterCard
2511,0,4887.84,Finland,1/14/2021,Bank transfers,21,MasterCard
827,1,4552.72,Germany,1/21/2021,Prepaid cards,267,Amex
8029,1,4633.88,Netherlands,2/14/2021,Credit cards,154,Amex
1103,0,1044.96,Spain,1/10/2021,Bank transfers,176,Amex
7858,1,2136.72,Australia,2/4/2021,Bank transfers,98,Visa
8560,1,3029.28,France,3/16/2021,Prepaid cards,2,Amex
9643,0,1979.12,Ireland,1/23/2021,Credit cards,91,Visa
9205,1,3397.6,United States,2/19/2021,E-Wallet,89,MasterCard
1294,1,2731.8,Finland,3/4/2021,Prepaid cards,138,Amex
4815,1,2479,Turkey,2/26/2021,Prepaid cards,278,JBC
4909,1,4026,Spain,3/5/2021,Mobile,224,Visa
7862,1,1574.32,Netherlands,3/8/2021,Prepaid cards,251,MasterCard
9276,1,4313.16,Canada,3/15/2021,Mobile,199,JBC
1238,0,1933.04,United Kingdom,1/25/2021,Mobile,136,MasterCard
1745,1,1415.68,New Zealand,1/19/2021,Mobile,9,Visa
4152,0,3668.32,France,2/2/2021,Prepaid cards,19,JBC
4719,0,2333.8,Switzerland,3/10/2021,Prepaid cards,179,JBC
1119,1,3456.6,Turkey,2/11/2021,Credit cards,47,Amex
9112,1,4357.8,Canada,1/2/2021,Bank transfers,165,Amex
6684,1,4915.48,Netherlands,1/26/2021,Credit cards,60,Amex
2675,0,1231.84,Switzerland,3/20/2021,E-Wallet,77,MasterCard
3035,0,3634.12,Norway,2/10/2021,Mobile,120,JBC
5871,1,3937.72,Australia,1/24/2021,Mobile,20,MasterCard
8858,1,4931.16,Germany,3/27/2021,Prepaid cards,249,Visa
8772,0,1937.12,United States,3/18/2021,Bank transfers,36,MasterCard
2892,0,1848.2,Spain,3/21/2021,Mobile,200,Visa
2357,1,1284.84,Netherlands,2/11/2021,Credit cards,147,Visa
382,0,1679.24,Finland,2/21/2021,Credit cards,110,Visa
8151,1,3999.64,Ireland,1/6/2021,Mobile,285,MasterCard
8569,0,2888.16,Australia,3/28/2021,Prepaid cards,223,MasterCard
1177,1,2941.84,New Zealand,2/4/2021,Prepaid cards,37,Amex
1962,0,2265,Netherlands,3/27/2021,Credit cards,10,MasterCard
3152,0,3808.8,United Kingdom,2/14/2021,E-Wallet,126,Visa
7068,1,4344.12,Iran,2/7/2021,Prepaid cards,189,Amex
6917,0,3713.52,New Zealand,1/22/2021,E-Wallet,73,Visa
106,0,3420.28,Turkey,3/5/2021,Prepaid cards,53,Visa
487,1,2548.88,Ireland,1/13/2021,E-Wallet,88,JBC
7348,0,3756.2,Brazil,3/30/2021,Bank transfers,152,Amex
918,1,1810.04,Netherlands,3/1/2021,E-Wallet,158,JBC
5330,1,1459.6,Spain,3/18/2021,Mobile,251,Visa
1855,1,3789.52,Netherlands,2/14/2021,Credit cards,139,Amex
5074,0,1441.52,New Zealand,1/25/2021,Credit cards,54,Visa
9408,0,1439.2,Canada,1/9/2021,Credit cards,296,JBC
3398,0,2434.44,Norway,2/10/2021,Credit cards,17,JBC
4380,1,2883.96,Canada,1/9/2021,Mobile,261,MasterCard
7040,0,2488.68,Norway,2/5/2021,Credit cards,168,Visa
6722,1,3201.64,Finland,3/19/2021,Bank transfers,269,JBC
7803,0,1744.48,Canada,2/18/2021,Credit cards,235,JBC
3282,1,4358.28,Netherlands,2/11/2021,Bank transfers,62,MasterCard
2182,0,3657.16,Norway,3/25/2021,Mobile,197,Amex
5974,0,4898.96,Germany,2/19/2021,Prepaid cards,271,JBC
4283,1,1412.92,Norway,3/2/2021,Bank transfers,262,JBC
4287,1,3184.56,Switzerland,3/2/2021,Mobile,232,Visa
8334,1,1467.6,Spain,2/18/2021,Prepaid cards,116,MasterCard
2569,0,1714,Australia,2/18/2021,E-Wallet,182,Amex
5516,0,3996,Netherlands,3/2/2021,Mobile,187,Amex
6501,0,4818.84,Canada,1/30/2021,Credit cards,19,JBC
7541,1,2146.12,Switzerland,2/5/2021,Prepaid cards,257,JBC
9915,0,4114.44,Spain,2/8/2021,Bank transfers,203,JBC
8294,0,1906.04,Norway,1/8/2021,E-Wallet,296,Visa
5862,0,4738.92,United Kingdom,3/28/2021,Prepaid cards,88,Visa
4305,0,2384.16,Canada,2/22/2021,Mobile,141,MasterCard
2848,0,1275.12,Norway,1/30/2021,Bank transfers,14,JBC
1335,0,3881.96,Ireland,2/11/2021,Prepaid cards,239,JBC
3460,0,3396.84,Norway,3/17/2021,Bank transfers,188,Visa
8075,0,2467.72,Norway,2/3/2021,Credit cards,281,MasterCard
6756,0,2802.76,Australia,3/3/2021,Credit cards,151,MasterCard
5551,1,4944.68,Ireland,2/12/2021,Prepaid cards,231,JBC
8602,1,3161.44,United Kingdom,2/12/2021,Prepaid cards,240,JBC
51,1,3311.68,Netherlands,2/24/2021,Bank transfers,55,Visa
7371,0,4973.44,Iran,1/19/2021,Prepaid cards,124,MasterCard
7016,1,2899.8,Spain,1/16/2021,Bank transfers,36,Visa
8757,1,4996.96,Australia,3/28/2021,E-Wallet,75,MasterCard
4309,0,1807.04,Norway,3/24/2021,E-Wallet,169,MasterCard
418,1,3264.88,New Zealand,3/11/2021,E-Wallet,299,JBC
3894,1,2361.8,United Kingdom,1/18/2021,Credit cards,48,JBC
4284,0,2409.2,Germany,2/20/2021,Credit cards,286,Amex
1338,1,1155.64,Canada,2/13/2021,Mobile,89,JBC
9392,0,1494.4,Denmark,2/21/2021,Prepaid cards,256,MasterCard
561,0,1864.2,Iran,1/21/2021,Mobile,247,Visa
9004,0,1368.28,Netherlands,3/7/2021,Credit cards,168,Amex
9659,1,2372.12,Canada,3/3/2021,Prepaid cards,249,JBC
1844,0,4621.32,Switzerland,2/13/2021,Credit cards,48,Amex
4465,0,2582.8,United Kingdom,3/27/2021,Prepaid cards,237,Amex
9171,0,1550.72,Canada,1/22/2021,Prepaid cards,252,MasterCard
7375,0,2718.92,Turkey,2/17/2021,Bank transfers,284,JBC
9945,0,3856.08,United Kingdom,3/18/2021,Mobile,157,JBC
7071,1,3727.56,Denmark,3/10/2021,E-Wallet,237,MasterCard
3290,0,4324.72,Norway,2/22/2021,Credit cards,197,MasterCard
1942,0,3239.64,Germany,2/18/2021,Credit cards,150,Amex
946,0,3793.64,Ireland,1/19/2021,Bank transfers,295,Amex
125,0,1286.12,Denmark,1/19/2021,Credit cards,60,MasterCard
3149,0,3987.68,United Kingdom,3/17/2021,Credit cards,173,JBC
2592,0,4912.56,Switzerland,1/5/2021,Credit cards,125,Amex
5301,1,3616.24,Spain,1/31/2021,Prepaid cards,209,Amex
1606,0,3601.6,Australia,3/24/2021,Credit cards,217,Amex
1921,0,2850.04,New Zealand,3/20/2021,Prepaid cards,156,MasterCard
9674,1,4986.36,Netherlands,3/15/2021,Prepaid cards,98,Visa
7277,0,2673.68,United States,2/12/2021,Bank transfers,203,Amex
6352,1,3178,Germany,2/22/2021,Credit cards,97,Visa
2742,0,1260.84,Germany,3/4/2021,Prepaid cards,300,MasterCard
1816,0,2888.6,Spain,1/18/2021,Bank transfers,278,JBC
6097,1,1019.36,Canada,1/13/2021,Credit cards,186,MasterCard
3856,0,4180.64,Brazil,1/29/2021,E-Wallet,214,MasterCard
2134,0,1178.08,Finland,3/7/2021,Mobile,286,Amex
2413,1,2757.92,Brazil,1/13/2021,Mobile,3,Visa
4004,0,1940.52,Denmark,2/26/2021,Prepaid cards,121,JBC
2106,1,2243.64,United Kingdom,1/16/2021,Bank transfers,51,MasterCard
912,1,1011.28,United States,1/29/2021,Mobile,202,Amex
844,1,2026.44,Norway,3/8/2021,Credit cards,279,MasterCard
7089,1,3221.24,Ireland,3/26/2021,E-Wallet,298,JBC
3515,1,2057.96,United Kingdom,2/2/2021,Bank transfers,83,Amex
5252,1,3518.08,Brazil,2/21/2021,Prepaid cards,166,Amex
6518,0,1807.88,Finland,3/3/2021,Mobile,256,MasterCard
6796,1,1830.32,Norway,2/18/2021,Prepaid cards,95,Amex
8020,1,2108.4,Netherlands,2/28/2021,Bank transfers,156,Amex
6667,0,1196.84,Canada,2/24/2021,Bank transfers,40,JBC
166,0,3507.76,Canada,1/18/2021,Bank transfers,93,JBC
7231,1,2755.68,United Kingdom,2/24/2021,Mobile,2,Visa
7779,0,1568.8,Netherlands,4/1/2021,Mobile,151,Amex
9391,1,1122.8,Spain,3/30/2021,Credit cards,42,Amex
159,1,4615.88,France,1/13/2021,Prepaid cards,149,JBC
1157,0,2904.92,New Zealand,1/19/2021,Mobile,49,Amex
6179,0,1700.44,United Kingdom,3/30/2021,Bank transfers,300,JBC
7620,0,2847.44,Germany,2/2/2021,Bank transfers,211,Visa
4508,0,3503.36,Ireland,1/19/2021,E-Wallet,84,Visa
3146,0,3876.16,Canada,2/8/2021,Bank transfers,240,Visa
6229,1,4356.16,Denmark,3/30/2021,Mobile,137,JBC
8921,0,4539.48,Switzerland,2/22/2021,Prepaid cards,289,Amex
7019,0,1317.16,Ireland,3/25/2021,Prepaid cards,251,Amex
4766,1,2779.12,Netherlands,2/22/2021,Mobile,279,JBC
4318,1,1563.52,Australia,1/3/2021,Bank transfers,226,JBC
3202,0,4471.04,Finland,1/23/2021,Prepaid cards,134,Visa
3886,0,1548.48,Denmark,1/18/2021,Mobile,79,Visa
2016,0,4158.84,United Kingdom,1/10/2021,Bank transfers,157,JBC
6888,1,4342.6,Iran,1/2/2021,Mobile,107,Amex
8678,1,3406.08,Spain,1/5/2021,Credit cards,117,MasterCard
4886,0,1411.56,Denmark,3/30/2021,Credit cards,169,JBC
1629,1,4940.68,Iran,1/5/2021,Bank transfers,142,MasterCard
6025,1,2570.16,Australia,3/15/2021,E-Wallet,138,JBC
5442,0,4380.92,France,3/16/2021,E-Wallet,248,Visa
9157,1,1180.84,Iran,1/18/2021,Bank transfers,138,Amex
5722,0,4350.64,Switzerland,3/1/2021,Credit cards,56,Visa
4541,1,3624.96,Norway,2/13/2021,E-Wallet,147,Visa
6924,0,3486.32,Spain,1/23/2021,Credit cards,101,Visa
3,1,2477.28,Australia,3/31/2021,Mobile,118,Visa
5183,1,3111.2,Iran,2/22/2021,Prepaid cards,125,JBC
6199,0,3870.52,Iran,3/8/2021,Credit cards,81,JBC
1595,0,2662.16,United States,1/9/2021,E-Wallet,141,MasterCard
1319,1,4139.48,Switzerland,1/30/2021,Credit cards,142,Visa
3255,0,1578.32,Canada,2/3/2021,Prepaid cards,217,MasterCard
4763,0,3385.56,Norway,1/24/2021,E-Wallet,82,JBC
8140,0,3495.08,Germany,1/26/2021,Credit cards,89,Amex
558,1,2915.88,United States,3/15/2021,Prepaid cards,101,JBC
6275,0,2126.68,France,2/9/2021,Bank transfers,38,Amex
1175,1,3838.72,Spain,3/14/2021,Credit cards,145,Amex
6604,1,1828.88,Germany,2/14/2021,Credit cards,170,MasterCard
1095,0,2154.92,Denmark,2/14/2021,Bank transfers,39,JBC
7455,0,2554.56,Iran,1/24/2021,E-Wallet,68,Visa
27,1,2284.68,Canada,1/2/2021,Prepaid cards,69,Amex
4836,1,2665,Spain,3/1/2021,E-Wallet,87,MasterCard
7980,1,1275.48,New Zealand,3/16/2021,Credit cards,194,JBC
3004,1,4614.96,United States,3/29/2021,Prepaid cards,44,Amex
1290,0,4610.8,Canada,2/17/2021,Prepaid cards,248,Visa
2525,0,1168.64,United Kingdom,2/15/2021,E-Wallet,105,Amex
4832,1,2007.12,Netherlands,3/1/2021,Bank transfers,160,JBC
9526,0,1078.08,United States,1/25/2021,E-Wallet,216,MasterCard
266,0,4769.36,France,1/9/2021,Prepaid cards,141,Amex
853,1,1237.4,Germany,3/22/2021,Prepaid cards,49,Visa
7130,0,3456.6,Netherlands,2/15/2021,Prepaid cards,227,Amex
4304,1,2013.8,United Kingdom,1/31/2021,Prepaid cards,152,JBC
7081,1,2925.6,Spain,1/30/2021,Prepaid cards,129,JBC
7433,1,2533.2,Australia,1/5/2021,Bank transfers,164,Amex
7983,1,3883.12,Iran,2/5/2021,E-Wallet,197,MasterCard
1086,0,2842.08,Iran,3/11/2021,Mobile,30,JBC
5750,1,3381.16,Finland,3/26/2021,E-Wallet,248,Amex
2632,1,4935.48,Canada,1/28/2021,E-Wallet,190,Amex
5874,1,2793.96,France,3/1/2021,Bank transfers,178,JBC
5529,0,4781.16,Denmark,2/21/2021,Prepaid cards,55,Visa
3754,0,2643.6,Germany,1/23/2021,Prepaid cards,134,JBC
5539,0,1494.76,United States,1/12/2021,Mobile,40,Visa
8119,0,2140.28,Turkey,3/28/2021,Credit cards,260,Visa
722,1,4524.28,Germany,1/15/2021,Mobile,31,MasterCard
953,1,4050.16,Germany,2/19/2021,Credit cards,167,Amex
2658,1,1594.4,United States,3/16/2021,Bank transfers,258,JBC
7424,1,4911.88,United Kingdom,2/7/2021,Bank transfers,44,JBC
7022,1,2852.4,United Kingdom,3/3/2021,Prepaid cards,37,Amex
6138,1,1535.8,United States,1/7/2021,Prepaid cards,109,Visa
5853,1,4612.76,Spain,1/21/2021,Prepaid cards,111,Amex
337,1,3655.48,Canada,2/20/2021,Prepaid cards,160,JBC
9631,1,2967,France,3/2/2021,Bank transfers,174,Amex
8182,0,4003.76,Ireland,2/9/2021,Mobile,235,MasterCard
3452,0,4397.6,Switzerland,2/7/2021,E-Wallet,20,MasterCard
7065,1,1731.6,Spain,2/17/2021,Credit cards,111,MasterCard
2876,1,3580.68,New Zealand,2/26/2021,E-Wallet,161,Amex
2071,1,2453.68,Spain,1/23/2021,Credit cards,100,Amex
1345,1,4281.24,United Kingdom,3/7/2021,Prepaid cards,115,JBC
2497,0,3450.72,France,3/2/2021,Mobile,177,JBC
2289,1,4935.24,Norway,1/23/2021,Bank transfers,194,JBC
4806,1,1250.84,United Kingdom,3/3/2021,Mobile,197,Visa
1766,1,3763.48,United States,3/16/2021,Credit cards,241,JBC
9689,0,2090.68,Switzerland,2/8/2021,Mobile,278,JBC
1460,1,4806.72,New Zealand,3/27/2021,Bank transfers,135,Visa
7076,0,3575,Australia,3/29/2021,Bank transfers,108,MasterCard
5598,1,1684.96,Turkey,1/9/2021,Credit cards,67,JBC
4839,0,2735.6,Australia,2/23/2021,Credit cards,285,Amex
9017,1,1845.16,Germany,2/25/2021,Prepaid cards,182,Visa
2133,0,2720.76,Finland,2/8/2021,Prepaid cards,143,MasterCard
9497,1,3799,Turkey,2/25/2021,Prepaid cards,208,Visa
8200,0,1686.56,Australia,3/17/2021,Mobile,244,JBC
5703,0,4547.88,United Kingdom,1/9/2021,Mobile,191,Amex
9721,0,3623.76,Germany,3/26/2021,Mobile,97,JBC
8517,1,3869.92,Denmark,3/27/2021,E-Wallet,183,MasterCard
9952,0,1754.44,New Zealand,1/17/2021,Bank transfers,234,Visa
6470,1,3150.8,Netherlands,3/1/2021,E-Wallet,197,MasterCard
4143,0,3873.88,France,1/7/2021,Credit cards,214,JBC
3147,0,3419.08,Turkey,1/23/2021,Mobile,224,JBC
3343,0,4717,Canada,2/24/2021,Prepaid cards,65,Amex
9968,0,2368.32,Ireland,1/19/2021,Prepaid cards,33,Visa
2326,1,1150.72,Iran,3/30/2021,Credit cards,37,Amex
4120,0,2183.48,United Kingdom,3/2/2021,Bank transfers,203,Visa
8337,0,4863.6,Norway,1/2/2021,Prepaid cards,285,Visa
208,1,3770.24,Iran,3/29/2021,Bank transfers,2,Visa
8980,0,4104.44,Canada,3/7/2021,Bank transfers,275,Amex
3299,0,4108.56,United States,1/22/2021,Credit cards,96,JBC
